"Freq [GHz]","re(Z(1,1)) [] - hsub='5mil'","re(Z(1,1)) [] - hsub='10mil'","re(Z(1,1)) [] - hsub='15mil'","re(Z(1,1)) [] - hsub='31mil'","re(Z(1,1)) [] - hsub='62mil'","im(Z(1,1)) [] - hsub='5mil'","im(Z(1,1)) [] - hsub='10mil'","im(Z(1,1)) [] - hsub='15mil'","im(Z(1,1)) [] - hsub='31mil'","im(Z(1,1)) [] - hsub='62mil'"
9.64,17.0544415378737,12.7137440984572,13.2347279322301,28.950396996662,91.5420651205724,75.3380635452749,118.552121495349,135.886530022781,211.980071446414,281.427821542474
9.645,18.5925333755463,12.7987872495766,13.6430511312198,29.9203594035111,93.3698951787027,74.8691634736019,119.012165134989,136.244150755801,212.490261149528,280.99058590228
9.65,20.1519023268319,12.833517838814,14.0608008535527,30.9037375477371,95.1641448721055,74.1036800860775,119.557078788721,136.608465399314,212.981398755304,280.512421385329
9.655,21.6585410923175,12.8209605441579,14.4883299266479,31.9000449521783,96.923967715761,73.0008457285074,120.2076740527,136.979681536518,213.453093948926,279.995360135854
9.66,23.0144520440546,12.7663386653603,14.9260283415706,32.9087794560952,98.6486382443151,71.541835258748,120.989018815147,137.358021111409,213.904972730597,279.441420432766
9.665,24.1053956856769,12.6783712102135,15.374326818793,33.9294239049147,100.337547035756,69.7439103261263,121.931827676736,137.743721846407,214.336678181955,278.852599996709
9.67,24.8177616785998,12.5714485493115,15.833700843614,34.9614468841444,101.990195473864,67.6711064643437,123.074204899484,138.137038754749,214.747871197567,278.23086992324
9.675,25.0623500284412,12.4692523750845,16.3046752437524,36.0043034953739,103.606190312629,65.4348716137007,124.46370788988,138.538245756502,215.138231178583,277.578169232565
9.68,24.7976143102383,12.4107575047181,16.787829394157,37.0574361720909,105.185238101389,63.180200950701,126.159485152356,138.947637407126,215.507456685733,276.896400021005
9.685,24.0423626011566,12.4601255982936,17.2838031491157,38.1202755327987,106.727139524757,61.0593063192571,128.23368372781,139.365530747195,215.855266049062,276.187423195
9.69,22.8714967201993,12.7227517377759,17.7933036198623,39.1922412687496,108.2317837066,59.2020539892043,130.769966956436,139.792267281271,216.181397931919,275.453054764744
9.695,21.3966930803412,13.3702363393616,18.3171129377816,40.2727430634119,109.69914252243,57.6945638251953,133.85390827402,140.228215092612,216.485611846957,274.695062671658
9.7,19.7409295180652,14.6755020861832,18.8560971698571,41.3611815406243,111.129264959806,56.5725141363529,137.543676937304,140.673771098309,216.767688622073,273.915164121552
9.705,18.0166476665195,17.0498305607649,19.4112165853152,42.4569492382438,112.522271561561,55.8279327330382,141.798751563591,141.129363446165,217.027430814472,273.115023393707
9.71,16.3129583052736,21.0425488553052,19.9835375118641,43.5594316039605,113.878348982152,55.4232338559548,146.336050603332,141.595454049601,217.26466307124,272.296250094954
9.715,14.6919900950021,27.1973702368503,20.574246068286,44.6680080098386,115.197744683067,55.3059759010093,150.414618189453,142.072541249668,217.479232435086,271.460397827222
9.72,13.1914403919402,35.6135677728391,21.1846641196369,45.7820527820513,116.480761789097,55.4204056365357,152.712505231984,142.561162582598,217.671008594138,270.608963236831
9.725,11.8299504175276,45.3082641283876,21.8162678748316,46.9009362422096,117.727754123439,55.7146798188992,151.73288169129,143.061897616307,217.839884074976,269.743385414002
9.73,10.6128830300584,54.1719658816072,22.4707096375918,48.0240257566334,118.939121436036,56.14437341279,146.932115459978,143.575370797766,217.985774378295,268.865045611582
9.735,9.53726110273588,60.2079226931599,23.1498433353688,49.1506867898855,120.115304836268,56.6734603979218,139.480981021484,144.102254222861,218.108618056932,267.975267252779
9.74,8.59547941848773,62.8647058359803,23.8557545930429,50.2802839588838,121.256782438146,57.2738660033676,131.432826913941,144.643270197569,218.208376736174,267.075316198697
9.745,7.77785889339053,62.9075464972337,24.590796296917,51.4121820839256,122.364065223455,57.9243720062967,124.319663268613,145.199193398954,218.285035076617,266.166401247711
9.75,7.07428414129536,61.4522111054649,25.3576308201493,52.5457472329957,123.437693125916,58.6093441433212,118.705213246301,145.770852359453,218.338600680044,265.249674840001
9.755,6.4751854123836,59.356331366907,26.1592803669208,53.6803477557873,124.478231337288,59.3175223479567,114.526570110469,146.359129877721,218.369103939087,264.326233942043
9.76,5.97208383217951,57.1202634568887,26.9991872571681,54.8153553039468,125.486266834491,60.0409728973802,111.497444399461,146.96496178907,218.376597831673,263.397121087356
9.765,5.55786242516922,54.9882028861476,27.8812864401718,55.9501458341586,126.462405125233,60.7742239997019,109.319662349651,147.589333286537,218.361157661513,262.463325551346
9.77,5.22687479290299,53.0586588490401,28.8100931247266,57.0841005907901,127.407267208219,61.5135690511791,107.752104062653,148.233271638087,218.322880746106,261.525784639665
9.775,4.97496427385517,51.3570482170775,29.7908091870633,58.2166070649736,128.321486742896,62.2565070563992,106.617442997137,148.897833649575,218.261886053969,260.585385071036
9.78,4.79943847378208,49.8756471331599,30.8294530192291,59.3470599271375,129.205707422714,63.0012863356266,105.790204231021,149.584085507433,218.178313793003,259.642964437089
9.785,4.69902472942059,48.593711291314,31.9330187814038,60.4748619301763,130.060580545117,63.7465192527459,105.18275830461,150.293071595306,218.072324952098,258.699312723171
9.79,4.67381864130368,47.4870012807244,33.1096727143916,61.5994247806268,130.886762770859,64.4908389696836,104.73393567586,151.025767357814,217.944100798268,257.755173875617
9.795,4.72522795659816,46.5319874821293,34.3689963725137,62.7201699754111,131.68491406479,65.2325726782986,104.400782449174,151.783009042172,217.793842331747,256.81124740232
