"Freq [GHz]","re(Z(1,1)) [] - Cu_h='17.5um' hsub='5mil'","re(Z(1,1)) [] - Cu_h='17.5um' hsub='10mil'","re(Z(1,1)) [] - Cu_h='17.5um' hsub='31mil'","re(Z(1,1)) [] - Cu_h='17.5um' hsub='62mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='5mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='10mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='31mil'","im(Z(1,1)) [] - Cu_h='17.5um' hsub='62mil'"
9.92,16.6377578680592,8.46334565646535,111.870870841105,148.26609791834,57.0961595531555,100.929465575122,218.872810355917,237.372608862134
9.925,16.2043699292209,9.20902520945848,112.780623808105,148.616900375712,56.3535217305887,102.465322117666,217.762540374383,236.019151535481
9.93,15.6934614193823,10.1323904860858,113.654460220125,148.944226130564,55.6625533738295,104.026193474139,216.647476995821,234.673551779237
9.935,15.1134117386007,11.2668637773496,114.493024032331,149.248731271484,55.032059448934,105.603140630614,215.52886217156,233.336182603755
9.94,14.4737012765453,12.6519277907803,115.296990891639,149.531064235806,54.469247390175,107.178104120299,214.407873710484,232.007388508961
9.945,13.7845617701678,14.3325590812367,116.067063696267,149.791865096275,53.9795852891696,108.719862954067,213.285626138407,230.687486708937
9.95,13.0566141634823,16.3570836661801,116.803968410698,150.031764926188,53.5667471283039,110.178735512179,212.163171780443,229.376768335823
9.955,12.3005175969901,18.7722414492507,117.508450137397,150.251385238335,53.232641779546,111.48022048783,211.041502037055,228.075499620369
9.96,11.5266499119707,21.6138044042575,118.18126944435,150.451337493172,52.9775159224064,112.518565141202,209.921548826172,226.783923046823
9.965,10.7448351042566,24.8910071398706,118.823198945472,150.632222671809,52.8001162868373,113.152746000036,208.80418616556,225.502258480239
9.97,9.96412737436379,28.564130351274,119.435020129174,150.79463090949,52.6978940267927,113.209590828172,207.690231871414,224.2307042646
